OTU,Class,Family,Genus,Kingdom,Order,Phylum,Species,Abundance,empty
89,Clostridia,Lachnospiraceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,232.0,
90,Bacilli,Lactobacillaceae,Lactobacillus,Bacteria,Lactobacillales,Firmicutes,unknown,225.0,
91,Gammaproteobacteria,Enterobacteriaceae,unknown,Bacteria,Enterobacterales,Proteobacteria,unknown,224.0,
92,Bacteroidia,Rikenellaceae,Alistipes,Bacteria,Bacteroidales,Bacteroidetes,unknown,214.0,
93,Clostridia,Lachnospiraceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,211.0,
94,Clostridia,unknown,unknown,Bacteria,Clostridiales,Firmicutes,unknown,203.0,
95,Clostridia,Ruminococcaceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,199.0,
96,Clostridia,unknown,unknown,Bacteria,Clostridiales,Firmicutes,unknown,197.0,
97,Alphaproteobacteria,Sphingomonadaceae,Sphingomonas,Bacteria,Sphingomonadales,Proteobacteria,unknown,194.0,
98,Clostridia,Lachnospiraceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,192.0,
99,Clostridia,unknown,unknown,Bacteria,Clostridiales,Firmicutes,unknown,178.0,
100,Clostridia,Lachnospiraceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,172.0,
101,Clostridia,Ruminococcaceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,170.0,
102,Gammaproteobacteria,Enterobacteriaceae,Citrobacter,Bacteria,Enterobacterales,Proteobacteria,unknown,169.0,
103,Deltaproteobacteria,Desulfovibrionaceae,Desulfovibrio,Bacteria,Desulfovibrionales,Proteobacteria,unknown,168.0,
104,Clostridia,Lachnospiraceae,Lachnoclostridium,Bacteria,Clostridiales,Firmicutes,unknown,163.0,
105,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,161.0,
106,Clostridia,Lachnospiraceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,158.0,
107,Clostridia,Clostridiaceae,Clostridium,Bacteria,Clostridiales,Firmicutes,unknown,146.0,
108,Clostridia,Hungateiclostridiaceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,143.0,
109,Negativicutes,Veillonellaceae,Dialister,Bacteria,Veillonellales,Firmicutes,unknown,139.0,
110,Negativicutes,Veillonellaceae,Dialister,Bacteria,Veillonellales,Firmicutes,unknown,135.0,
111,Bacteroidia,Rikenellaceae,Alistipes,Bacteria,Bacteroidales,Bacteroidetes,unknown,134.0,
112,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,134.0,
113,Bacteroidia,Rikenellaceae,Alistipes,Bacteria,Bacteroidales,Bacteroidetes,unknown,133.0,
114,Bacteroidia,Odoribacteraceae,Odoribacter,Bacteria,Bacteroidales,Bacteroidetes,unknown,133.0,
115,Clostridia,Lachnospiraceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,130.0,
116,Clostridia,Lachnospiraceae,Anaerostipes,Bacteria,Clostridiales,Firmicutes,unknown,130.0,
117,Clostridia,Lachnospiraceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,130.0,
118,Clostridia,Clostridiaceae,Clostridium,Bacteria,Clostridiales,Firmicutes,unknown,129.0,
119,Deltaproteobacteria,Desulfovibrionaceae,Desulfovibrio,Bacteria,Desulfovibrionales,Proteobacteria,unknown,129.0,
120,Clostridia,unknown,unknown,Bacteria,Clostridiales,Firmicutes,unknown,128.0,
121,Clostridia,Ruminococcaceae,Ruminococcus,Bacteria,Clostridiales,Firmicutes,unknown,126.0,
122,Clostridia,Lachnospiraceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,124.0,
123,Gammaproteobacteria,unknown,unknown,Bacteria,Enterobacterales,Proteobacteria,unknown,123.0,
124,Clostridia,Ruminococcaceae,Ruminococcus,Bacteria,Clostridiales,Firmicutes,unknown,122.0,
125,Mollicutes,Spiroplasmataceae,Spiroplasma,Bacteria,Entomoplasmatales,Tenericutes,unknown,122.0,
126,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,118.0,
127,Clostridia,Lachnospiraceae,Roseburia,Bacteria,Clostridiales,Firmicutes,unknown,117.0,
128,Clostridia,unknown,unknown,Bacteria,Clostridiales,Firmicutes,unknown,116.0,
129,Bacilli,Enterococcaceae,Enterococcus,Bacteria,Lactobacillales,Firmicutes,unknown,115.0,
130,Gammaproteobacteria,unknown,unknown,Bacteria,Enterobacterales,Proteobacteria,unknown,113.0,
131,Clostridia,Lachnospiraceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,112.0,
132,unknown,unknown,unknown,Bacteria,unknown,Firmicutes,unknown,111.0,
133,Clostridia,Ruminococcaceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,109.0,
134,Clostridia,unknown,unknown,Bacteria,Clostridiales,Firmicutes,unknown,107.0,
135,Clostridia,Ruminococcaceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,104.0,
136,Clostridia,Peptostreptococcaceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,104.0,
137,Clostridia,Lachnospiraceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,103.0,
138,Clostridia,unknown,unknown,Bacteria,Clostridiales,Firmicutes,unknown,102.0,
139,Clostridia,unknown,unknown,Bacteria,Clostridiales,Firmicutes,unknown,101.0,
140,Erysipelotrichia,Erysipelotrichaceae,unknown,Bacteria,Erysipelotrichales,Firmicutes,unknown,101.0,
141,Clostridia,Lachnospiraceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,99.0,
142,Clostridia,Lachnospiraceae,Roseburia,Bacteria,Clostridiales,Firmicutes,unknown,95.0,
143,Clostridia,unknown,unknown,Bacteria,Clostridiales,Firmicutes,unknown,95.0,
144,Verrucomicrobiae,Verrucomicrobiaceae,unknown,Bacteria,Verrucomicrobiales,Verrucomicrobia,unknown,92.0,
145,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,90.0,
146,Clostridia,Lachnospiraceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,89.0,
147,unknown,unknown,unknown,Unassigned,unknown,unknown,unknown,89.0,
148,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,88.0,
149,Coriobacteriia,unknown,unknown,Bacteria,unknown,Actinobacteria,unknown,86.0,
150,Clostridia,Lachnospiraceae,Faecalicatena,Bacteria,Clostridiales,Firmicutes,unknown,86.0,
151,Clostridia,Ruminococcaceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,82.0,
152,Clostridia,unknown,unknown,Bacteria,Clostridiales,Firmicutes,unknown,81.0,
153,Clostridia,Lachnospiraceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,78.0,
154,Clostridia,Lachnospiraceae,Roseburia,Bacteria,Clostridiales,Firmicutes,unknown,75.0,
155,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,72.0,
156,Clostridia,unknown,unknown,Bacteria,Clostridiales,Firmicutes,unknown,71.0,
157,Clostridia,Lachnospiraceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,71.0,
158,Clostridia,Lachnospiraceae,Lachnoclostridium,Bacteria,Clostridiales,Firmicutes,unknown,71.0,
159,Clostridia,Lachnospiraceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,70.0,
160,Clostridia,Peptococcaceae,Desulfosporosinus,Bacteria,Clostridiales,Firmicutes,unknown,69.0,
161,Gammaproteobacteria,Enterobacteriaceae,unknown,Bacteria,Enterobacterales,Proteobacteria,unknown,69.0,
162,Clostridia,Lachnospiraceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,68.0,
163,Clostridia,unknown,unknown,Bacteria,Clostridiales,Firmicutes,unknown,67.0,
164,Clostridia,Hungateiclostridiaceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,67.0,
165,Clostridia,Ruminococcaceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,66.0,
166,Betaproteobacteria,unknown,unknown,Bacteria,Burkholderiales,Proteobacteria,unknown,65.0,
167,Clostridia,Lachnospiraceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,64.0,
168,Clostridia,Lachnospiraceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,64.0,
169,Bacilli,Staphylococcaceae,Staphylococcus,Bacteria,Bacillales,Firmicutes,unknown,64.0,
170,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,62.0,
171,Erysipelotrichia,Erysipelotrichaceae,Erysipelatoclostridium,Bacteria,Erysipelotrichales,Firmicutes,unknown,61.0,
172,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,61.0,
173,Clostridia,Lachnospiraceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,58.0,
174,Bacteroidia,unknown,unknown,Bacteria,unknown,Bacteroidetes,unknown,57.0,
175,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,57.0,
176,Bacilli,Bacillaceae,Bacillus,Bacteria,Bacillales,Firmicutes,unknown,56.0,
177,Bacteroidia,unknown,unknown,Bacteria,Bacteroidales,Bacteroidetes,unknown,55.0,
178,Clostridia,Lachnospiraceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,55.0,
179,Bacilli,unknown,unknown,Bacteria,Bacillales,Firmicutes,unknown,54.0,
180,Coriobacteriia,Coriobacteriaceae,Collinsella,Bacteria,Coriobacteriales,Actinobacteria,unknown,53.0,
181,Clostridia,Hungateiclostridiaceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,53.0,
182,Clostridia,unknown,unknown,Bacteria,Clostridiales,Firmicutes,unknown,53.0,
183,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,52.0,
184,Bacilli,Alicyclobacillaceae,Alicyclobacillus,Bacteria,Bacillales,Firmicutes,unknown,51.0,
185,Clostridia,Lachnospiraceae,Blautia,Bacteria,Clostridiales,Firmicutes,unknown,51.0,
186,Clostridia,Lachnospiraceae,Lachnoclostridium,Bacteria,Clostridiales,Firmicutes,unknown,51.0,
187,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,48.0,
188,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,48.0,
189,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,47.0,
190,Bacilli,Bacillaceae,Lysinibacillus,Bacteria,Bacillales,Firmicutes,unknown,47.0,
191,Clostridia,Ruminococcaceae,Ruminococcus,Bacteria,Clostridiales,Firmicutes,unknown,46.0,
192,Clostridia,unknown,unknown,Bacteria,Clostridiales,Firmicutes,unknown,46.0,
193,Betaproteobacteria,unknown,unknown,Bacteria,Burkholderiales,Proteobacteria,unknown,45.0,
194,Clostridia,Lachnospiraceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,45.0,
195,Erysipelotrichia,Erysipelotrichaceae,Erysipelatoclostridium,Bacteria,Erysipelotrichales,Firmicutes,unknown,45.0,
196,Actinobacteria,Corynebacteriaceae,Corynebacterium,Bacteria,Corynebacteriales,Actinobacteria,unknown,45.0,
197,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonadales,Proteobacteria,unknown,45.0,
198,Clostridia,Clostridiales Family XIII. Incertae Sedis,unknown,Bacteria,Clostridiales,Firmicutes,unknown,44.0,
199,unknown,unknown,unknown,Bacteria,unknown,unknown,unknown,43.0,
200,Clostridia,unknown,unknown,Bacteria,Clostridiales,Firmicutes,unknown,42.0,
201,Clostridia,unknown,unknown,Bacteria,Clostridiales,Firmicutes,unknown,42.0,
202,Clostridia,Thermoanaerobacteraceae,Moorella,Bacteria,Thermoanaerobacterales,Firmicutes,unknown,42.0,
203,Clostridia,Lachnospiraceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,42.0,
204,Bacteroidia,Rikenellaceae,Alistipes,Bacteria,Bacteroidales,Bacteroidetes,unknown,41.0,
205,Clostridia,Ruminococcaceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,41.0,
206,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,41.0,
207,Clostridia,Lachnospiraceae,Lachnoclostridium,Bacteria,Clostridiales,Firmicutes,unknown,40.0,
208,Clostridia,Lachnospiraceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,39.0,
209,Clostridia,Lachnospiraceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,39.0,
210,Actinobacteria,Corynebacteriaceae,Corynebacterium,Bacteria,Corynebacteriales,Actinobacteria,unknown,38.0,
211,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,37.0,
212,Alphaproteobacteria,Brucellaceae,Brucella,Bacteria,Rhizobiales,Proteobacteria,unknown,37.0,
213,Clostridia,Ruminococcaceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,37.0,
214,Clostridia,Ruminococcaceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,36.0,
215,Clostridia,Ruminococcaceae,Ruminococcus,Bacteria,Clostridiales,Firmicutes,unknown,35.0,
216,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,35.0,
217,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,35.0,
218,Clostridia,Lachnospiraceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,33.0,
219,Clostridia,Ruminococcaceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,33.0,
220,Clostridia,Clostridiaceae,Clostridium,Bacteria,Clostridiales,Firmicutes,unknown,32.0,
221,Clostridia,Ruminococcaceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,31.0,
222,Clostridia,Ruminococcaceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,31.0,
223,Clostridia,Lachnospiraceae,Lachnoclostridium,Bacteria,Clostridiales,Firmicutes,unknown,30.0,
224,Clostridia,unknown,unknown,Bacteria,Clostridiales,Firmicutes,unknown,30.0,
225,Bacteroidia,Dysgonamonadaceae,Dysgonomonas,Bacteria,Bacteroidales,Bacteroidetes,unknown,29.0,
226,Clostridia,Ruminococcaceae,Ruminococcus,Bacteria,Clostridiales,Firmicutes,unknown,28.0,
227,Bacilli,Bacillaceae,Bacillus,Bacteria,Bacillales,Firmicutes,unknown,28.0,
228,Bacilli,Lactobacillaceae,Lactobacillus,Bacteria,Lactobacillales,Firmicutes,unknown,27.0,
229,Bacteroidia,Porphyromonadaceae,unknown,Bacteria,Bacteroidales,Bacteroidetes,unknown,26.0,
230,Clostridia,unknown,unknown,Bacteria,Clostridiales,Firmicutes,unknown,26.0,
231,Coriobacteriia,unknown,unknown,Bacteria,unknown,Actinobacteria,unknown,26.0,
232,Clostridia,unknown,unknown,Bacteria,Clostridiales,Firmicutes,unknown,26.0,
233,Bacilli,Planococcaceae,unknown,Bacteria,Bacillales,Firmicutes,unknown,25.0,
234,Clostridia,Lachnospiraceae,Lachnoclostridium,Bacteria,Clostridiales,Firmicutes,unknown,25.0,
235,Bacilli,Bacillaceae,Oceanobacillus,Bacteria,Bacillales,Firmicutes,unknown,25.0,
236,Bacilli,Bacillaceae,Bacillus,Bacteria,Bacillales,Firmicutes,unknown,25.0,
237,Clostridia,Ruminococcaceae,Ruminococcus,Bacteria,Clostridiales,Firmicutes,unknown,25.0,
238,Actinobacteria,Corynebacteriaceae,Corynebacterium,Bacteria,Corynebacteriales,Actinobacteria,unknown,25.0,
239,Clostridia,unknown,unknown,Bacteria,Clostridiales,Firmicutes,unknown,24.0,
240,Gammaproteobacteria,Legionellaceae,Legionella,Bacteria,Legionellales,Proteobacteria,unknown,24.0,
241,Bacilli,Lactobacillaceae,Lactobacillus,Bacteria,Lactobacillales,Firmicutes,unknown,23.0,
242,Alphaproteobacteria,Sphingomonadaceae,Sphingomonas,Bacteria,Sphingomonadales,Proteobacteria,unknown,23.0,
243,Clostridia,Lachnospiraceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,23.0,
244,Clostridia,Lachnospiraceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,23.0,
245,Clostridia,unknown,unknown,Bacteria,Clostridiales,Firmicutes,unknown,23.0,
246,Gammaproteobacteria,Yersiniaceae,unknown,Bacteria,Enterobacterales,Proteobacteria,unknown,23.0,
247,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,22.0,
248,Clostridia,Ruminococcaceae,Ruminococcus,Bacteria,Clostridiales,Firmicutes,unknown,22.0,
249,Clostridia,Lachnospiraceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,22.0,
250,Bacilli,Bacillaceae,Oceanobacillus,Bacteria,Bacillales,Firmicutes,unknown,21.0,
251,Clostridia,unknown,unknown,Bacteria,Clostridiales,Firmicutes,unknown,21.0,
252,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,20.0,
253,Bacilli,Streptococcaceae,Lactococcus,Bacteria,Lactobacillales,Firmicutes,Lactococcus lactis,20.0,
254,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,20.0,
255,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,20.0,
256,Clostridia,unknown,unknown,Bacteria,Clostridiales,Firmicutes,unknown,20.0,
257,Bacilli,Bacillaceae,Bacillus,Bacteria,Bacillales,Firmicutes,unknown,20.0,
258,Clostridia,Lachnospiraceae,Lachnoclostridium,Bacteria,Clostridiales,Firmicutes,unknown,20.0,
259,Gammaproteobacteria,Enterobacteriaceae,Cronobacter,Bacteria,Enterobacterales,Proteobacteria,Cronobacter sakazakii,20.0,
260,Bacteroidia,Tannerellaceae,Parabacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,20.0,
261,Clostridia,Lachnospiraceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,19.0,
262,Clostridia,Ruminococcaceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,19.0,
263,Gammaproteobacteria,Morganellaceae,Morganella,Bacteria,Enterobacterales,Proteobacteria,Morganella morganii,19.0,
264,Clostridia,Lachnospiraceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,19.0,
265,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,19.0,
266,Fusobacteriia,Fusobacteriaceae,Fusobacterium,Bacteria,Fusobacteriales,Fusobacteria,unknown,18.0,
267,Clostridia,Lachnospiraceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,18.0,
268,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,17.0,
269,Clostridia,Lachnospiraceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,17.0,
270,Coriobacteriia,unknown,unknown,Bacteria,unknown,Actinobacteria,unknown,17.0,
271,Bacteroidia,Rikenellaceae,Alistipes,Bacteria,Bacteroidales,Bacteroidetes,unknown,17.0,
272,Clostridia,Lachnospiraceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,17.0,
273,Clostridia,unknown,unknown,Bacteria,Clostridiales,Firmicutes,unknown,17.0,
274,Bacteroidia,Tannerellaceae,Parabacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,16.0,
275,Betaproteobacteria,unknown,unknown,Bacteria,Burkholderiales,Proteobacteria,unknown,16.0,
276,Clostridia,Clostridiaceae,Clostridium,Bacteria,Clostridiales,Firmicutes,unknown,16.0,
277,Clostridia,Ruminococcaceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,16.0,
278,Bacilli,Bacillaceae,Bacillus,Bacteria,Bacillales,Firmicutes,unknown,16.0,
279,Clostridia,Lachnospiraceae,Roseburia,Bacteria,Clostridiales,Firmicutes,unknown,16.0,
280,Bacilli,Lactobacillaceae,Lactobacillus,Bacteria,Lactobacillales,Firmicutes,unknown,16.0,
281,Clostridia,Ruminococcaceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,15.0,
282,Bacilli,Enterococcaceae,Enterococcus,Bacteria,Lactobacillales,Firmicutes,unknown,15.0,
283,Bacilli,Planococcaceae,Kurthia,Bacteria,Bacillales,Firmicutes,unknown,15.0,
284,Clostridia,Lachnospiraceae,Lachnoclostridium,Bacteria,Clostridiales,Firmicutes,unknown,15.0,
285,Clostridia,Lachnospiraceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,15.0,
286,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,Bacteroidales,Bacteroidetes,unknown,15.0,
287,Bacilli,Bacillaceae,Lysinibacillus,Bacteria,Bacillales,Firmicutes,unknown,15.0,
288,Bacilli,Staphylococcaceae,unknown,Bacteria,Bacillales,Firmicutes,unknown,14.0,
289,Clostridia,Peptostreptococcaceae,unknown,Bacteria,Clostridiales,Firmicutes,unknown,14.0,
290,Alphaproteobacteria,Methylobacteriaceae,Methylobacterium,Bacteria,Rhizobiales,Proteobacteria,unknown,14.0,
291,Negativicutes,Veillonellaceae,Veillonella,Bacteria,Veillonellales,Firmicutes,unknown,14.0,
292,Gammaproteobacteria,Morganellaceae,Providencia,Bacteria,Enterobacterales,Proteobacteria,unknown,14.0,
