Feature ID	Taxon	Confidence
003e93dd0883f3bbdb7baedec35f747a	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.9491156769887071
01867eee473f48ae10399995cb0ed4a6	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.8124198008706514
01901d6f4c906a71e2488045523ca7c2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Mogibacteriaceae; g__; s__	0.9838908145486858
01905d3097b8842c7e642821f6277435	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__	0.7500657010095345
01ae42ba9c06bdfde13977a769342a97	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__	0.9503662123035127
01cc6e639515511383f35e5259dd70ea	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	0.7218018791227458
027057f49d084a31ad01dc3cdfd3b4a8	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__; s__	0.941584409733986
02b9ae73bc368f975122c28e2a347513	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	0.9685408826253531
02f0ee6f46fb557154ad44b6666f698a	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	0.9691832021701237
03653853ef40b4392d87274098a2f7a7	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__RF32; f__; g__; s__	0.9995719228376857
03ceed35e7c81c3529604a8c21b4fee8	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__Roseburia faecis	0.7422655886090629
03f49439e811873ca2f329b9a712b28a	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides eggerthii	0.9962757126004579
04863e760cfac55b9b58fbb2f0054d04	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__	0.888490913321002
04e776b2dcbfa3b930453bf71dbfae6c	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__	0.904645798841712
050f42778dabd9b5714b301da31745ac	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__	0.8931061922820639
057001074c1a7bb04eed46e09ee403eb	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Tissierellaceae; g__Peptoniphilus; s__	0.9900297319678466
05b3c37966de355dc39930c4103ff589	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella; s__Veillonella dispar	0.990502141809606
05f8c43bb34deb40cbcc164e64410db6	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Sutterella; s__	0.9995415523424932
06a6e5bcf8c2b8dc026c93190ef43175	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Bilophila; s__	0.9998271580416133
06c7a40b261a87f5728cbe7aceadb67d	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	0.9666267047215984
070dae6e1b47f289426947640b641de8	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.75436453807157
07b64b23fa88ace003944a6bd9ee7bb7	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	0.9884336660268759
07cff0518b6368c3afccee993d0ca56f	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	0.9611838269853396
07f482635d4161743e76c382a2455edb	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales	0.9950811623691551
0824a0e6187240051fc0c7fbd7b5c239	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales	0.9981327505536106
09046482660671dd05e1a0bd8ad139df	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Butyricicoccus; s__Butyricicoccus pullicaecorum	0.8844728427396212
0923b77e67bbf1d883e3a2dc16a7dca0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__	0.9980781571484455
097138be3a15c87233cb01e6ee6a4da4	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospira; s__	0.9994142401408875
0aa1e341a3239d96c889e83c53654398	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae	0.9998524728313172
0b93c7207d6f38b6b3ce1efc7c32d08b	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__	0.879000808291078
0bccc227c7da16265dd7a64a495a8b24	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Bilophila; s__	0.9995450419256282
0cf14346602d3be544a2ffb219d645b8	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__	0.9423496122569001
0e16dc804e6b69b990d20958f95b37db	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Mogibacteriaceae; g__; s__	0.9960888102581177
0e21cc1bf0d4d2cf722112c5a4ae3134	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	0.9941740580739243
0e3439406622be6205c1109f0485003f	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.7674692949229818
0f80b2df744f7e04b3030dc0edfec3eb	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__Roseburia faecis	0.8306314506409547
0fbd7a60ee805d9230bf895d65da07de	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Odoribacteraceae; g__Butyricimonas; s__	0.9999972625103718
105969b44e55c29249c2c539a0eb2b39	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__	0.8171092533197283
